timestamp,level,service,message,trace_id,host,user_id,duration_ms,metadata
2026-03-03 18:59:50,INFO,notification-service,Email sent successfully,tr_223759,prod-server-04,user_1426,367,
2026-03-03 18:59:50,INFO,notification-service,Push notification sent,tr_939913,prod-server-10,user_6944,111,
2026-03-03 18:59:51,INFO,notification-service,SMS delivered,tr_498050,prod-server-04,user_7711,163,
2026-03-03 18:59:53,INFO,notification-service,Push notification sent,tr_732206,prod-server-08,user_7655,462,
2026-03-03 18:59:55,WARNING,notification-service,Email delivery delayed,tr_861035,prod-server-02,user_2561,304,
2026-03-03 18:59:55,WARNING,notification-service,SMS rate limit approaching,tr_556434,prod-server-01,user_1863,274,
2026-03-03 18:59:55,ERROR,notification-service,Push notification token invalid,,prod-server-02,user_9418,1413,
2026-03-03 18:59:57,INFO,notification-service,SMS delivered,tr_380687,prod-server-09,user_1285,295,
2026-03-03 18:59:58,WARNING,notification-service,Email delivery delayed,tr_450978,prod-server-02,,64,
2026-03-03 18:59:59,INFO,notification-service,Push notification sent,,prod-server-08,user_4551,155,
2026-03-03 19:00:00,INFO,notification-service,SMS delivered,tr_375105,prod-server-07,user_7840,246,
2026-03-03 19:00:00,INFO,notification-service,SMS delivered,tr_176662,prod-server-06,user_3387,126,
2026-03-03 19:00:01,WARNING,notification-service,SMS rate limit approaching,,prod-server-03,user_6808,266,
2026-03-03 19:00:05,DEBUG,notification-service,Push notification sent,,prod-server-02,user_2146,,
2026-03-03 19:00:07,INFO,notification-service,Push notification sent,tr_513696,prod-server-08,user_2616,432,
2026-03-03 19:00:08,INFO,notification-service,SMS delivered,tr_409314,prod-server-05,user_6449,95,
2026-03-03 19:00:08,INFO,notification-service,SMS delivered,tr_141110,prod-server-04,,68,
2026-03-03 19:00:09,INFO,notification-service,Email sent successfully,,prod-server-02,,498,
2026-03-03 19:00:09,DEBUG,notification-service,Email sent successfully,tr_984212,prod-server-08,,,
2026-03-03 19:00:10,INFO,notification-service,SMS delivered,tr_385803,prod-server-03,,309,
2026-03-03 19:00:10,INFO,notification-service,Email sent successfully,tr_195247,prod-server-07,,278,
2026-03-03 19:00:10,INFO,notification-service,SMS delivered,,prod-server-09,user_3452,127,
2026-03-03 19:00:11,INFO,notification-service,Push notification sent,,prod-server-10,user_5221,422,
2026-03-03 19:00:11,WARNING,notification-service,SMS rate limit approaching,tr_619249,prod-server-06,user_8808,120,
2026-03-03 19:00:12,INFO,notification-service,SMS delivered,tr_513572,prod-server-09,,179,
2026-03-03 19:00:13,INFO,notification-service,Email sent successfully,tr_811729,prod-server-01,,416,
2026-03-03 19:00:13,INFO,notification-service,Email sent successfully,tr_410321,prod-server-06,user_8799,307,
2026-03-03 19:00:14,INFO,notification-service,SMS delivered,tr_702079,prod-server-08,,284,
2026-03-03 19:00:14,INFO,notification-service,SMS delivered,tr_892503,prod-server-02,user_9845,374,
2026-03-03 19:00:17,INFO,notification-service,SMS delivered,tr_379080,prod-server-03,user_4667,435,
2026-03-03 19:00:17,INFO,notification-service,Email sent successfully,tr_626766,prod-server-03,user_1622,149,
2026-03-03 19:00:23,INFO,notification-service,Email sent successfully,tr_761169,prod-server-04,user_7635,176,
2026-03-03 19:00:26,WARNING,notification-service,SMS rate limit approaching,,prod-server-06,,54,
2026-03-03 19:00:26,INFO,notification-service,SMS delivered,,prod-server-01,,57,
2026-03-03 19:00:29,INFO,notification-service,SMS delivered,tr_304817,prod-server-08,user_5137,419,
2026-03-03 19:00:33,CRITICAL,notification-service,Notification queue overflowed,tr_532603,prod-server-02,user_3006,,
2026-03-03 19:00:34,INFO,notification-service,Email sent successfully,tr_778752,prod-server-10,,412,
2026-03-03 19:00:34,INFO,notification-service,SMS delivered,,prod-server-06,user_9350,179,
2026-03-03 19:00:34,INFO,notification-service,SMS delivered,tr_697219,prod-server-08,,331,
2026-03-03 19:00:34,DEBUG,notification-service,Email sent successfully,tr_836223,prod-server-04,,,
2026-03-03 19:00:35,INFO,notification-service,Push notification sent,tr_245618,prod-server-02,,200,
2026-03-03 19:00:37,INFO,notification-service,Email sent successfully,tr_751921,prod-server-08,,204,
2026-03-03 19:00:37,INFO,notification-service,Push notification sent,tr_290315,prod-server-09,user_6221,72,
2026-03-03 19:00:38,CRITICAL,notification-service,Notification queue overflowed,tr_338680,prod-server-08,user_3756,,
2026-03-03 19:00:38,INFO,notification-service,Email sent successfully,tr_778486,prod-server-10,user_9740,235,
2026-03-03 19:00:39,DEBUG,notification-service,SMS delivered,,prod-server-01,user_3962,,
2026-03-03 19:00:40,ERROR,notification-service,Push notification token invalid,tr_889059,prod-server-04,user_1285,7802,
2026-03-03 19:00:45,INFO,notification-service,SMS delivered,tr_413033,prod-server-09,user_5415,474,
2026-03-03 19:00:47,ERROR,notification-service,Push notification token invalid,tr_339162,prod-server-04,user_8021,7166,
2026-03-03 19:00:47,ERROR,notification-service,SMTP server connection failed,tr_802699,prod-server-07,user_7608,2164,
2026-03-03 19:00:48,CRITICAL,notification-service,Notification queue overflowed,tr_596690,prod-server-09,user_6859,,
2026-03-03 19:00:51,INFO,notification-service,Push notification sent,tr_412210,prod-server-04,,214,
2026-03-03 19:00:51,INFO,notification-service,Email sent successfully,,prod-server-05,,55,
2026-03-03 19:00:52,INFO,notification-service,Push notification sent,,prod-server-01,user_5007,152,
2026-03-03 19:00:54,ERROR,notification-service,SMTP server connection failed,tr_882089,prod-server-06,,5663,
2026-03-03 19:00:54,INFO,notification-service,Email sent successfully,tr_799380,prod-server-02,user_3073,192,
2026-03-03 19:00:55,INFO,notification-service,Email sent successfully,,prod-server-06,user_8098,72,
