timestamp,level,service,message,trace_id,host,user_id,duration_ms,metadata
2026-03-03 18:59:50,INFO,inventory-service,Item added to inventory,tr_127986,prod-server-04,,145,
2026-03-03 18:59:51,ERROR,inventory-service,Item not found in inventory,,prod-server-02,,7509,
2026-03-03 18:59:54,ERROR,inventory-service,Item not found in inventory,tr_487314,prod-server-03,,6227,
2026-03-03 18:59:55,INFO,inventory-service,Warehouse sync completed,tr_831360,prod-server-06,,423,
2026-03-03 18:59:56,WARNING,inventory-service,Reorder threshold reached,tr_449019,prod-server-10,,377,
2026-03-03 18:59:57,WARNING,inventory-service,Reorder threshold reached,tr_630341,prod-server-08,user_8879,432,
2026-03-03 18:59:57,INFO,inventory-service,Item added to inventory,,prod-server-01,,60,
2026-03-03 18:59:57,INFO,inventory-service,Item added to inventory,,prod-server-08,user_7006,275,
2026-03-03 18:59:57,INFO,inventory-service,Stock level updated,tr_162533,prod-server-08,user_2913,58,
2026-03-03 18:59:59,WARNING,inventory-service,Reorder threshold reached,tr_980107,prod-server-03,user_6335,178,
2026-03-03 18:59:59,WARNING,inventory-service,Reorder threshold reached,tr_174433,prod-server-08,,379,
2026-03-03 19:00:01,INFO,inventory-service,Stock level updated,,prod-server-05,,81,
2026-03-03 19:00:01,INFO,inventory-service,Item added to inventory,tr_470689,prod-server-06,user_8467,485,
2026-03-03 19:00:01,INFO,inventory-service,Warehouse sync completed,,prod-server-02,,116,
2026-03-03 19:00:04,INFO,inventory-service,Warehouse sync completed,tr_828411,prod-server-08,user_6660,227,
2026-03-03 19:00:04,INFO,inventory-service,Warehouse sync completed,tr_866870,prod-server-06,,270,
2026-03-03 19:00:04,INFO,inventory-service,Stock level updated,tr_134811,prod-server-10,,364,
2026-03-03 19:00:04,ERROR,inventory-service,Database write failed,tr_981308,prod-server-05,user_6181,7671,
2026-03-03 19:00:05,INFO,inventory-service,Stock level updated,tr_300440,prod-server-07,,286,
2026-03-03 19:00:07,INFO,inventory-service,Item added to inventory,tr_378505,prod-server-01,,321,
2026-03-03 19:00:11,WARNING,inventory-service,Reorder threshold reached,,prod-server-06,,147,
2026-03-03 19:00:11,INFO,inventory-service,Warehouse sync completed,,prod-server-04,user_3653,160,
2026-03-03 19:00:12,ERROR,inventory-service,Item not found in inventory,,prod-server-01,user_8455,5165,
2026-03-03 19:00:14,INFO,inventory-service,Item added to inventory,tr_551926,prod-server-04,user_5875,123,
2026-03-03 19:00:16,INFO,inventory-service,Warehouse sync completed,tr_857189,prod-server-10,,343,
2026-03-03 19:00:17,INFO,inventory-service,Item added to inventory,tr_715908,prod-server-01,user_7210,128,
2026-03-03 19:00:18,INFO,inventory-service,Item added to inventory,,prod-server-09,user_1158,178,
2026-03-03 19:00:21,INFO,inventory-service,Item added to inventory,tr_163865,prod-server-06,user_2360,396,
2026-03-03 19:00:21,WARNING,inventory-service,Reorder threshold reached,tr_343415,prod-server-09,,316,
2026-03-03 19:00:22,INFO,inventory-service,Stock level updated,tr_255183,prod-server-07,user_1701,61,
2026-03-03 19:00:23,WARNING,inventory-service,Low stock alert,,prod-server-07,,386,
2026-03-03 19:00:24,INFO,inventory-service,Stock level updated,tr_527256,prod-server-05,user_2552,261,
2026-03-03 19:00:25,INFO,inventory-service,Warehouse sync completed,,prod-server-09,user_1682,434,
2026-03-03 19:00:27,INFO,inventory-service,Stock level updated,tr_672558,prod-server-04,user_3155,420,
2026-03-03 19:00:27,INFO,inventory-service,Stock level updated,tr_608081,prod-server-02,,80,
2026-03-03 19:00:29,WARNING,inventory-service,Low stock alert,,prod-server-04,user_5909,485,
2026-03-03 19:00:30,INFO,inventory-service,Stock level updated,,prod-server-08,,72,
2026-03-03 19:00:30,INFO,inventory-service,Stock level updated,tr_854986,prod-server-08,user_6407,388,
2026-03-03 19:00:31,INFO,inventory-service,Warehouse sync completed,tr_924992,prod-server-03,user_5872,178,
2026-03-03 19:00:32,INFO,inventory-service,Stock level updated,,prod-server-09,user_7205,249,
2026-03-03 19:00:33,INFO,inventory-service,Item added to inventory,tr_566886,prod-server-06,,324,
2026-03-03 19:00:36,ERROR,inventory-service,Item not found in inventory,tr_137872,prod-server-09,user_9074,2171,
2026-03-03 19:00:36,CRITICAL,inventory-service,Inventory database offline,,prod-server-01,,,
2026-03-03 19:00:36,CRITICAL,inventory-service,Inventory database offline,tr_542993,prod-server-07,user_3055,,
2026-03-03 19:00:38,INFO,inventory-service,Item added to inventory,tr_251344,prod-server-02,,273,
2026-03-03 19:00:39,WARNING,inventory-service,Low stock alert,,prod-server-07,user_9372,411,
2026-03-03 19:00:40,INFO,inventory-service,Stock level updated,tr_692064,prod-server-04,user_9924,56,
2026-03-03 19:00:40,WARNING,inventory-service,Reorder threshold reached,tr_790836,prod-server-09,user_6521,387,
2026-03-03 19:00:41,WARNING,inventory-service,Reorder threshold reached,tr_841267,prod-server-02,,203,
2026-03-03 19:00:44,INFO,inventory-service,Item added to inventory,,prod-server-04,,254,
2026-03-03 19:00:49,INFO,inventory-service,Item added to inventory,tr_250111,prod-server-05,user_6214,121,
2026-03-03 19:00:50,INFO,inventory-service,Stock level updated,tr_295408,prod-server-09,,305,
2026-03-03 19:00:55,INFO,inventory-service,Item added to inventory,tr_400671,prod-server-02,,451,
2026-03-03 19:00:55,INFO,inventory-service,Item added to inventory,tr_629044,prod-server-08,user_7001,90,
2026-03-03 19:00:56,INFO,inventory-service,Item added to inventory,tr_122832,prod-server-05,,376,
2026-03-03 19:00:56,WARNING,inventory-service,Reorder threshold reached,tr_245290,prod-server-02,user_3332,78,
2026-03-03 19:00:56,INFO,inventory-service,Warehouse sync completed,tr_759990,prod-server-08,user_6479,454,
2026-03-03 19:00:57,WARNING,inventory-service,Reorder threshold reached,tr_739338,prod-server-09,,170,
2026-03-03 19:00:59,DEBUG,inventory-service,Stock level updated,,prod-server-02,user_6278,,
2026-03-03 19:00:59,INFO,inventory-service,Item added to inventory,tr_743440,prod-server-07,user_6325,405,
