timestamp,level,service,message,trace_id,host,user_id,duration_ms,metadata
2026-03-19 19:51:57,INFO,auth-service,Password reset requested,tr_143575,prod-server-09,,182,
2026-03-19 19:51:57,INFO,auth-service,Two-factor authentication enabled,tr_331525,prod-server-03,user_9207,247,
2026-03-19 19:51:57,INFO,auth-service,Two-factor authentication enabled,,prod-server-08,user_4797,75,
2026-03-19 19:51:57,WARNING,auth-service,Failed login attempt,tr_759308,prod-server-01,,357,"{""ip_address"": ""192.168.230.184"", ""login_method"": ""sso""}"
2026-03-19 19:51:58,INFO,auth-service,Password reset requested,tr_560936,prod-server-08,,343,
2026-03-19 19:51:58,INFO,auth-service,User login successful,,prod-server-02,user_9098,386,
2026-03-19 19:51:58,WARNING,auth-service,Suspicious IP detected,,prod-server-02,,409,"{""ip_address"": ""192.168.44.174"", ""login_method"": ""oauth2""}"
2026-03-19 19:51:59,INFO,auth-service,User login successful,tr_327648,prod-server-04,,211,
2026-03-19 19:52:01,INFO,auth-service,User logged out,tr_587908,prod-server-07,user_6761,450,
2026-03-19 19:52:01,INFO,auth-service,User logged out,,prod-server-03,,421,
2026-03-19 19:52:03,WARNING,auth-service,Account locked due to multiple failures,tr_518845,prod-server-06,,498,"{""ip_address"": ""192.168.89.29"", ""login_method"": ""password""}"
2026-03-19 19:52:03,INFO,auth-service,Two-factor authentication enabled,tr_182116,prod-server-09,user_6674,233,
2026-03-19 19:52:03,INFO,auth-service,User logged out,tr_839778,prod-server-03,user_4749,74,
2026-03-19 19:52:06,INFO,auth-service,Two-factor authentication enabled,tr_411786,prod-server-07,,216,
2026-03-19 19:52:06,INFO,auth-service,Session created,tr_317926,prod-server-04,user_4094,399,
2026-03-19 19:52:07,INFO,auth-service,Session created,tr_343277,prod-server-08,user_8103,282,
2026-03-19 19:52:07,INFO,auth-service,Password reset requested,,prod-server-08,,382,
2026-03-19 19:52:08,DEBUG,auth-service,Password reset requested,tr_835338,prod-server-05,,,
2026-03-19 19:52:08,INFO,auth-service,User logged out,tr_665231,prod-server-02,user_2650,312,
2026-03-19 19:52:09,INFO,auth-service,Password reset requested,,prod-server-03,user_5442,354,
2026-03-19 19:52:09,INFO,auth-service,Password reset requested,tr_831723,prod-server-07,user_6558,217,
2026-03-19 19:52:09,INFO,auth-service,Session created,tr_443860,prod-server-01,user_3514,153,
2026-03-19 19:52:11,CRITICAL,auth-service,Authentication service down,tr_603142,prod-server-04,user_2156,,
2026-03-19 19:52:12,WARNING,auth-service,Account locked due to multiple failures,tr_931762,prod-server-04,,303,"{""ip_address"": ""192.168.203.219"", ""login_method"": ""password""}"
2026-03-19 19:52:12,INFO,auth-service,Two-factor authentication enabled,,prod-server-07,user_9522,446,
2026-03-19 19:52:12,INFO,auth-service,User logged out,,prod-server-04,user_8390,436,
2026-03-19 19:52:14,WARNING,auth-service,Failed login attempt,,prod-server-05,,251,"{""ip_address"": ""192.168.10.32"", ""login_method"": ""oauth2""}"
2026-03-19 19:52:14,INFO,auth-service,User logged out,tr_129361,prod-server-05,user_5025,483,
2026-03-19 19:52:15,WARNING,auth-service,Account locked due to multiple failures,tr_324591,prod-server-02,user_5997,75,"{""ip_address"": ""192.168.241.215"", ""login_method"": ""sso""}"
2026-03-19 19:52:15,INFO,auth-service,User logged out,,prod-server-08,,473,
2026-03-19 19:52:16,WARNING,auth-service,Suspicious IP detected,tr_879839,prod-server-06,user_7819,61,"{""ip_address"": ""192.168.25.81"", ""login_method"": ""sso""}"
2026-03-19 19:52:17,INFO,auth-service,Password reset requested,tr_829492,prod-server-08,,107,
2026-03-19 19:52:18,INFO,auth-service,Session created,tr_507987,prod-server-04,user_9873,414,
2026-03-19 19:52:18,INFO,auth-service,User login successful,tr_255662,prod-server-04,user_9816,120,
2026-03-19 19:52:19,INFO,auth-service,Session created,tr_962100,prod-server-05,,397,
2026-03-19 19:52:19,WARNING,auth-service,Failed login attempt,tr_615178,prod-server-07,,390,"{""ip_address"": ""192.168.231.103"", ""login_method"": ""password""}"
2026-03-19 19:52:19,INFO,auth-service,Session created,tr_426163,prod-server-04,user_5091,355,
2026-03-19 19:52:19,INFO,auth-service,Password reset requested,tr_708534,prod-server-08,user_2146,353,
2026-03-19 19:52:19,ERROR,auth-service,Database connection timeout,,prod-server-02,,2748,"{""ip_address"": ""192.168.153.149"", ""login_method"": ""sso""}"
2026-03-19 19:52:20,WARNING,auth-service,Suspicious IP detected,,prod-server-03,,346,"{""ip_address"": ""192.168.86.229"", ""login_method"": ""password""}"
2026-03-19 19:52:20,ERROR,auth-service,Database connection timeout,tr_657069,prod-server-10,user_3729,6458,"{""ip_address"": ""192.168.252.109"", ""login_method"": ""password""}"
2026-03-19 19:52:20,INFO,auth-service,User logged out,tr_920881,prod-server-04,user_5308,188,
2026-03-19 19:52:25,WARNING,auth-service,Suspicious IP detected,,prod-server-01,,286,"{""ip_address"": ""192.168.60.26"", ""login_method"": ""sso""}"
2026-03-19 19:52:27,DEBUG,auth-service,User logged out,tr_941113,prod-server-03,user_2456,,
2026-03-19 19:52:27,INFO,auth-service,Password reset requested,,prod-server-05,user_2804,450,
2026-03-19 19:52:27,WARNING,auth-service,Suspicious IP detected,tr_253339,prod-server-05,,335,"{""ip_address"": ""192.168.95.123"", ""login_method"": ""password""}"
2026-03-19 19:52:28,INFO,auth-service,Password reset requested,,prod-server-09,user_9438,487,
2026-03-19 19:52:28,WARNING,auth-service,Suspicious IP detected,,prod-server-08,,292,"{""ip_address"": ""192.168.155.87"", ""login_method"": ""oauth2""}"
2026-03-19 19:52:28,ERROR,auth-service,Database connection timeout,,prod-server-06,user_6297,4698,"{""ip_address"": ""192.168.139.241"", ""login_method"": ""oauth2""}"
2026-03-19 19:52:30,INFO,auth-service,Two-factor authentication enabled,tr_718645,prod-server-04,user_6863,429,
2026-03-19 19:52:32,WARNING,auth-service,Account locked due to multiple failures,tr_745061,prod-server-02,,80,"{""ip_address"": ""192.168.189.37"", ""login_method"": ""password""}"
2026-03-19 19:52:32,ERROR,auth-service,Invalid authentication token,,prod-server-10,,2367,"{""ip_address"": ""192.168.159.226"", ""login_method"": ""oauth2""}"
2026-03-19 19:52:35,WARNING,auth-service,Suspicious IP detected,tr_639734,prod-server-04,,437,"{""ip_address"": ""192.168.71.244"", ""login_method"": ""oauth2""}"
2026-03-19 19:52:36,INFO,auth-service,Two-factor authentication enabled,,prod-server-04,user_5512,232,
2026-03-19 19:52:38,WARNING,auth-service,Failed login attempt,tr_782488,prod-server-06,,235,"{""ip_address"": ""192.168.8.223"", ""login_method"": ""sso""}"
2026-03-19 19:52:39,INFO,auth-service,User login successful,tr_185817,prod-server-05,user_9880,400,
2026-03-19 19:52:39,INFO,auth-service,User login successful,,prod-server-10,user_5942,403,
2026-03-19 19:52:40,WARNING,auth-service,Failed login attempt,tr_905528,prod-server-01,user_5104,141,"{""ip_address"": ""192.168.79.183"", ""login_method"": ""password""}"
2026-03-19 19:52:41,INFO,auth-service,User login successful,tr_482769,prod-server-09,user_7431,443,
2026-03-19 19:52:42,WARNING,auth-service,Failed login attempt,tr_449904,prod-server-08,user_6765,296,"{""ip_address"": ""192.168.175.187"", ""login_method"": ""sso""}"
2026-03-19 19:52:42,INFO,auth-service,User logged out,,prod-server-02,,466,
2026-03-19 19:52:44,INFO,auth-service,User login successful,,prod-server-02,user_5229,96,
2026-03-19 19:52:45,INFO,auth-service,Two-factor authentication enabled,tr_229586,prod-server-03,user_8840,238,
2026-03-19 19:52:45,WARNING,auth-service,Suspicious IP detected,tr_117361,prod-server-10,user_2712,492,"{""ip_address"": ""192.168.252.117"", ""login_method"": ""sso""}"
2026-03-19 19:52:45,INFO,auth-service,User login successful,,prod-server-03,,337,
2026-03-19 19:52:47,WARNING,auth-service,Account locked due to multiple failures,,prod-server-01,user_6054,409,"{""ip_address"": ""192.168.28.213"", ""login_method"": ""oauth2""}"
2026-03-19 19:52:47,INFO,auth-service,Session created,,prod-server-10,,143,
2026-03-19 19:52:48,INFO,auth-service,Session created,tr_383214,prod-server-08,user_9050,115,
2026-03-19 19:52:48,ERROR,auth-service,Invalid authentication token,tr_124637,prod-server-10,user_3883,6280,"{""ip_address"": ""192.168.249.162"", ""login_method"": ""oauth2""}"
2026-03-19 19:52:50,WARNING,auth-service,Suspicious IP detected,tr_117201,prod-server-10,,468,"{""ip_address"": ""192.168.166.254"", ""login_method"": ""password""}"
2026-03-19 19:52:52,INFO,auth-service,Session created,tr_361100,prod-server-06,user_3259,171,
2026-03-19 19:52:53,INFO,auth-service,Session created,,prod-server-08,user_8192,432,
2026-03-19 19:52:53,ERROR,auth-service,Invalid authentication token,tr_470389,prod-server-01,,6682,"{""ip_address"": ""192.168.142.53"", ""login_method"": ""oauth2""}"
2026-03-19 19:52:53,INFO,auth-service,Session created,tr_705679,prod-server-07,user_5779,114,
2026-03-19 19:52:53,INFO,auth-service,Two-factor authentication enabled,tr_459964,prod-server-03,user_1617,231,
2026-03-19 19:52:55,INFO,auth-service,Password reset requested,,prod-server-01,user_1795,280,
2026-03-19 19:52:55,INFO,auth-service,Two-factor authentication enabled,tr_224565,prod-server-10,,264,
2026-03-19 19:52:55,INFO,auth-service,Session created,tr_115236,prod-server-06,user_7603,199,
2026-03-19 19:52:55,INFO,auth-service,User login successful,,prod-server-04,,154,
2026-03-19 19:52:57,INFO,auth-service,Password reset requested,tr_526256,prod-server-02,user_6914,324,
2026-03-19 19:52:57,INFO,auth-service,User logged out,tr_227846,prod-server-04,user_1525,348,
2026-03-19 19:52:57,INFO,auth-service,User login successful,,prod-server-09,user_7047,480,
2026-03-19 19:52:58,WARNING,auth-service,Failed login attempt,,prod-server-09,user_2352,336,"{""ip_address"": ""192.168.192.66"", ""login_method"": ""sso""}"
2026-03-19 19:52:58,INFO,auth-service,User logged out,tr_112322,prod-server-08,user_5099,81,
2026-03-19 19:52:59,INFO,auth-service,Session created,,prod-server-01,user_6816,228,
2026-03-19 19:53:00,INFO,auth-service,Session created,,prod-server-08,user_2072,386,
2026-03-19 19:53:00,INFO,auth-service,Password reset requested,tr_338982,prod-server-10,user_9476,282,
2026-03-19 19:53:00,INFO,auth-service,Session created,,prod-server-02,user_2540,339,
2026-03-19 19:53:00,DEBUG,auth-service,Two-factor authentication enabled,tr_278239,prod-server-01,,,
2026-03-19 19:53:02,INFO,auth-service,Session created,tr_599367,prod-server-02,user_1397,157,
2026-03-19 19:53:02,WARNING,auth-service,Account locked due to multiple failures,,prod-server-01,user_5785,187,"{""ip_address"": ""192.168.223.129"", ""login_method"": ""sso""}"
2026-03-19 19:53:03,INFO,auth-service,Session created,tr_204246,prod-server-02,,147,
2026-03-19 19:53:04,INFO,auth-service,User logged out,tr_124225,prod-server-10,user_1585,325,
2026-03-19 19:53:04,WARNING,auth-service,Account locked due to multiple failures,tr_390267,prod-server-04,user_8504,308,"{""ip_address"": ""192.168.55.238"", ""login_method"": ""oauth2""}"
2026-03-19 19:53:04,CRITICAL,auth-service,Authentication service down,tr_717004,prod-server-04,user_3171,,
2026-03-19 19:53:05,INFO,auth-service,Password reset requested,,prod-server-05,,270,
2026-03-19 19:53:05,INFO,auth-service,Two-factor authentication enabled,tr_273490,prod-server-10,user_2857,247,
